"PlayerID","Team","Cap","JumperNo","Name","DOB","Height","Weight","Games","Goals","Seasons","Debut","Last"
3025,"SK","841","15","Rippon, Ted","1914-04-29","184","83","17 (2-1-14)","19 ","1944-1945","30y 63d","31y 118d"
3272,"SK","880","22","Dimble, Murray","1922-12-08","180","83","17 (4-0-13)","13 ","1946-1947","23y 196d","24y 202d"
10077,"SK","919","28","Chapman, Dean","1931-01-02","182","80","17 (5-0-12)","1 ","1948-1951","17y 211d","20y 172d"
10078,"SK","924","24","Mitchinson, Max","1927-12-15","178","71","17 (4-0-13)","8 ","1949-1952","21y 185d","24y 245d"
10079,"SK","947","27","Wandin, Jim","1933-07-28","183","83","17 (4-0-13)","3 ","1952-1953","18y 287d","19y 362d"
10080,"SK","984","36","Giblett, Michael","1934-04-16","185","86","17 (2-0-15)","0 ","1954-1956","20y 71d","22y 61d"
10081,"SK","1022","43","Hanrahan, Frank","1938-01-20","177","73","17 (7-0-10)","1 ","1956-1958","18y 99d","20y 187d"
3112,"SK","1027","16","Dale, Alan","1929-11-14","177","78","17 (5-1-11)","2 ","1956-1957","26y 187d","27y 192d"
10082,"SK","1070","4","Hay, Bob","1938-06-13","188","83","17 (9-0-8)","4 ","1960-1961","21y 308d","23y 39d"
10083,"SK","1131","35","Dyer, Ian","1948-08-22","177","73","17 (10-0-7)","20 ","1967-1968","18y 278d","20y 16d"
10084,"SK","1150","22","Antonie, Colin","1952-03-26","188","80","17 (9-0-8)","7 ","1969-1971","17y 87d","19y 43d"
5478,"SK","1240","13","Fehring, Jeff","1956-04-21","197","106","17 (2-1-14)","3 ","1980-1981","24y 54d","25y 102d"
10085,"SK","1258","38","Packham, Greg","1959-03-01","175","76","17 (3-0-14)","31 ","1982-1983","23y 26d","24y 151d"
3879,"SK","1358","32","Lawrie, Grant","1958-11-29","192","81","17 (7-0-10)","2 ","1990","31y 123d","31y 276d"
10086,"SK","1554","9","Lee, Tom","1991-01-02","194","91","17 (3-0-14)","18 ","2013-2014 2016","22y 101d","25y 182d"
10087,"SK","1587","25","Stevens, Koby","1991-06-18","189","87","17 (9-0-8)","6 ","2017-2018","25y 315d","26y 285d"
10088,"SK","66","0","Morgan, George","1875-03-23","168","0","16 (3-0-13)","1 ","1898 1902-1903","23y 122d","28y 103d"
10089,"SK","108","0","Allard, Gordon","1877-05-18","0","0","16 (1-0-15)","7 ","1900","22y 352d","23y 106d"
10090,"SK","115","0","Sutherland, George","1876-02-24","0","0","16 (1-0-15)","14 ","1900-1901","24y 70d","25y 174d"
10091,"SK","134","0","Mullany, Charlie","1881-06-03","0","0","16 (0-0-16)","3 ","1901-1902","19y 356d","21y 60d"
725,"SK","263","0","Grace, Mick","1874-07-24","180","78","16 (8-0-8)","26 ","1908","33y 283d","34y 57d"
10092,"SK","467","15","Hallett, Norm","1894-03-05","171","0","16 (6-0-10)","9 ","1919-1920","25y 59d","26y 155d"
784,"SK","582","20","Arthur, Vin","1905-03-23","179","72","16 (5-0-11)","5 ","1926-1927","21y 39d","22y 45d"
10093,"SK","595","10","Leaper, Roy","1906-07-09","184","85","16 (6-0-10)","1 ","1926-1928","19y 359d","21y 308d"
10094,"SK","877","31","Stretton, Alan","1922-09-30","187","94","16 (3-0-13)","10 ","1946-1947","23y 209d","24y 250d"
10095,"SK","926","16","Wicks, Dick","1929-08-18","180","70","16 (9-0-7)","5 ","1949-1951","19y 332d","21y 302d"
10096,"SK","937","18","Evans, Jack","1930-10-11","188","83","16 (2-0-14)","4 ","1951-1952","20y 213d","21y 317d"
10097,"SK","939","31","Riley, Cliff","1927-02-02","177","72","16 (1-0-15)","8 ","1951-1952","24y 120d","25y 203d"
5402,"SK","1009","5","Baumgartner, Ivan","1934-05-05","179","83","16 (4-1-11)","1 ","1956","21y 345d","22y 105d"
5611,"SK","1019","31","Murray, Bruce","1933-02-23","188","86","16 (6-1-9)","5 ","1956-1957","23y 58d","24y 168d"
5355,"SK","1254","14","Middlemiss, Glenn","1956-06-08","188","90","16 (3-0-13)","10 ","1981-1984","25y 19d","27y 353d"
8248,"SK","1316","15","Collins, Jon","1961-03-14","174","75","16 (2-0-14)","2 ","1986-1987","25y 36d","26y 41d"
10098,"SK","1388","32","Georgiou, John","1975-10-05","180","80","16 (12-0-4)","2 ","1992-1995","16y 210d","19y 332d"
10099,"SK","1538","35","Cripps, Jamie","1992-04-23","183","84","16 (8-0-8)","16 ","2011-2012","19y 7d","20y 132d"
10100,"SK","19","0","Stewart, Reg","1878-09-04","169","0","15 (0-0-15)","7 ","1897-1898","18y 246d","19y 259d"
10101,"SK","153","0","English, Mick","1882-09-17","183","0","15 (0-0-15)","1 ","1902","19y 228d","19y 347d"
10102,"SK","253","0","Renfrey, Bert","1879-05-05","185","86","15 (7-0-8)","0 ","1907","27y 357d","28y 132d"
7426,"SK","404","7","Best, Arthur","1888-10-18","175","0","15 (7-0-8)","22 ","1912-1913","23y 229d","24y 274d"
4190,"SK","551","29","Scales, Joe","1895-07-25","178","81","15 (3-0-12)","5 ","1924","28y 283d","29y 36d"
6652,"SK","584","11","OBrien, Dermot","1906-04-28","177","0","15 (6-0-9)","0 ","1926-1927","20y 3d","21y 93d"
10103,"SK","674","40","Downie, Bill","1908-12-04","184","81","15 (3-0-12)","2 ","1933","24y 146d","24y 272d"
10104,"SK","715","3","Bertram, Ossie","1909-04-17","175","76","15 (6-0-9)","17 ","1935-1936","26y 122d","27y 120d"
10105,"SK","720","25","Flett, Bob","1914-03-03","180","81","15 (8-0-7)","8 ","1936 1938","22y 116d","24y 102d"
10106,"SK","735","32","Bell, Paul","1914-04-12","174","73","15 (6-0-9)","20 ","1937-1938","23y 82d","24y 74d"
10107,"SK","746","22","Maskell, Les","1917-11-04","179","86","15 (7-0-8)","9 ","1938 1940","20y 177d","22y 294d"
10108,"SK","756","34","Hartridge, Ron","1919-11-08","179","80","15 (9-0-6)","11 ","1938-1940","18y 236d","20y 297d"
10109,"SK","796","13","Orger, Phonse","1915-01-21","178","74","15 (3-1-11)","0 ","1942-1944","27y 108d","29y 225d"
10110,"SK","992","24","Gleeson, Bill","1931-07-04","173","70","15 (2-0-13)","14 ","1955-1956","23y 293d","25y 45d"
10111,"SK","1057","32","Stephenson, Laurie","1939-10-18","189","81","15 (8-0-7)","21 ","1959-1960","19y 182d","20y 314d"
10112,"SK","1101","24","Payne, Burnie","1939-05-08","175","80","15 (8-0-7)","27 ","1964","24y 346d","25y 92d"
981,"SK","1111","36","McMaster-Smith, Bruce","1939-11-19","169","61","15 (11-0-4)","7 ","1965","25y 149d","25y 310d"
8823,"SK","1493","20","Murray, Allan","1982-05-20","180","83","15 (8-0-7)","13 ","2003-2006","21y 12d","23y 357d"
10113,"SK","1590","11","Clark, Hunter","1999-03-26","186","79","15 (4-1-10)","3 ","2018","18y 363d","19y 131d"
3441,"SK","90","0","Brown, Harold","1878-09-19","177","76","14 (0-0-14)","0 ","1899-1900","20y 247d","21y 326d"
10114,"SK","103","0","Robertson, Ralph","1881-08-31","171","68","14 (1-0-13)","1 ","1899-1900","18y 2d","19y 8d"
10115,"SK","119","0","Scott, Arthur","1878-05-24","173","67","14 (0-0-14)","4 ","1900-1901","22y 16d","22y 352d"
10116,"SK","229","0","Watts, Johnny","1883-09-27","0","0","14 (4-0-10)","3 ","1905-1906 1910","21y 305d","26y 252d"
10117,"SK","315","0","McKenzie, Ken","1887-04-20","173","0","14 (2-0-12)","7 ","1909-1911","22y 137d","24y 135d"
10118,"SK","468","16","Deagan, Jimmy","1898-03-22","178","0","14 (6-0-8)","1 ","1919-1921","21y 49d","23y 46d"
4494,"SK","477","29","Beitzel, Arnold","1897-05-27","180","0","14 (2-0-12)","18 ","1919-1920","22y 81d","23y 100d"
10119,"SK","542","29","Thomson, Alan","1899-09-01","178","79","14 (6-0-8)","0 ","1923-1924","23y 260d","24y 287d"
10120,"SK","565","3","Armstrong, Jack","1899-04-21","185","83","14 (7-0-7)","6 ","1925","26y 11d","26y 144d"
10121,"SK","603","14","Lomer, George","1904-05-14","188","84","14 (6-0-8)","8 ","1927-1928","23y 14d","24y 5d"
10122,"SK","681","25","Cave, Matt","1910-03-30","190","86","14 (8-0-6)","3 ","1933-1934","23y 58d","24y 99d"
2372,"SK","689","31","Hallahan, Tom","1908-12-16","182","74","14 (4-0-10)","3 ","1933-1934","24y 211d","25y 259d"
987,"SK","709","33","Little, Eric","1910-05-28","173","71","14 (9-0-5)","1 ","1935","24y 334d","25y 74d"
10123,"SK","829","29","Booth, Jack","1918-04-24","170","70","14 (3-1-10)","2 ","1943-1944","25y 42d","26y 110d"
10124,"SK","831","22","Gracie, Ray","1917-09-01","185","86","14 (5-2-7)","8 ","1944","26y 248d","26y 346d"
10125,"SK","929","33","Russo, Felix","1926-06-10","178","76","14 (5-0-9)","1 ","1950-1951","23y 344d","25y 76d"
5128,"SK","941","35","Fitzgerald, Jim","1924-12-14","178","92","14 (2-0-12)","0 ","1951-1952","26y 198d","27y 169d"
10126,"SK","1050","43","Bowe, Brian","1936-03-15","173","74","14 (5-0-9)","0 ","1958-1959","22y 91d","23y 167d"
10127,"SK","1147","27","Evans, John","1950-09-10","191","89","14 (7-0-7)","10 ","1969-1970","18y 235d","19y 311d"
10128,"SK","1213","8","McDonald, Gary","1953-03-03","178","83","14 (1-0-13)","8 ","1978-1980","25y 120d","27y 75d"
10129,"SK","1255","49","Blees, Michael","1962-08-06","191","83","14 (4-0-10)","4 ","1981-1983","19y 23d","20y 330d"
10130,"SK","1272","15","Lane, Greg","1960-04-29","175","74","14 (0-0-14)","10 ","1983-1984","22y 331d","24y 125d"
6425,"SK","1298","25","Bennett, Andy","1955-03-30","191","86","14 (2-0-12)","1 ","1985","30y","30y 154d"
10131,"SK","1367","46","Cummings, Steven","1969-08-16","178","73","14 (8-0-6)","0 ","1990-1992","21y 2d","22y 288d"
10132,"SK","1567","4","Templeton, Eli","1995-08-19","183","73","14 (4-0-10)","6 ","2014-2016","18y 215d","20y 241d"
10133,"SK","1586","21","Long, Ben","1997-08-21","182","74","14 (3-1-10)","7 ","2017-2018","19y 238d","21y 5d"
10134,"SK","4","0","Beggs, Billy","1878-08-13","169","0","13 (0-0-13)","0 ","1897-1898","18y 268d","19y 288d"
10135,"SK","5","0","Dunne, Danny","1876-04-14","183","0","13 (0-0-13)","4 ","1897","21y 24d","21y 115d"
10136,"SK","6","0","Dunne, Ernie","1873-07-20","179","0","13 (0-0-13)","4 ","1897-1898","23y 292d","24y 308d"
10137,"SK","23","0","Jennings, Jack","1875-11-27","0","0","13 (0-0-13)","1 ","1897-1898","21y 169d","22y 273d"
10138,"SK","112","0","OHara, Bill","1879-01-09","180","81","13 (1-0-12)","3 ","1900","21y 116d","21y 242d"
10139,"SK","195","0","King, Jim","1873-11-23","0","0","13 (1-0-12)","2 ","1904-1905","30y 194d","31y 206d"
10140,"SK","242","0","Parsons, Harry","1884-10-08","178","76","13 (7-0-6)","3 ","1906 1908","21y 265d","23y 333d"
10141,"SK","394","26","Doolan, Jim","1888-10-08","175","0","13 (5-0-8)","2 ","1912-1913","23y 202d","24y 256d"
3684,"SK","401","8","Nehill, Basil","1891-06-10","174","0","13 (7-0-6)","2 ","1912","20y 336d","21y 82d"
10142,"SK","483","25","Griffiths, Rowley","1895-03-13","168","73","13 (1-0-12)","1 ","1920-1921","25y 49d","26y 97d"
10143,"SK","492","27","Noonan, George","1894-10-18","180","0","13 (1-0-12)","2 ","1920","25y 217d","25y 322d"
7904,"SK","604","20","Wyatt, Clarrie","1904-04-27","175","73","13 (5-0-8)","0 ","1927-1928","23y 31d","24y 38d"
10144,"SK","647","20","Fogarty, Tom","1909-05-15","185","79","13 (6-0-7)","2 ","1931-1933","21y 352d","24y 12d"
10145,"SK","651","8","White, George","1908-09-20","175","77","13 (4-0-9)","6 ","1931","22y 245d","22y 357d"
5126,"SK","757","18","Coles, Clive","1911-03-12","177","82","13 (11-0-2)","21 ","1939","28y 41d","28y 181d"
10146,"SK","769","23","Riordan, Clarrie","1917-08-01","183","77","13 (6-0-7)","0 ","1939-1940","22y 32d","23y 23d"
10147,"SK","775","28","OBrien, Terry","1918-11-07","159","63","13 (2-0-11)","21 ","1940-1941","21y 235d","22y 254d"
10148,"SK","858","13","Kallady, Kevin","1923-07-04","184","90","13 (1-0-12)","4 ","1945-1946","21y 333d","22y 346d"
7620,"SK","892","14","Copsey, Alf","1921-01-22","180","76","13 (0-0-13)","0 ","1947-1948","26y 115d","27y 107d"
10149,"SK","899","3","Ramsay, Gordon","1929-03-22","180","83","13 (0-1-12)","0 ","1947-1949","18y 91d","20y 83d"
10150,"SK","951","28","Smith, Ivor","1931-07-24","185","83","13 (1-0-12)","0 ","1952-1954","20y 347d","22y 323d"
10151,"SK","1004","18","McCooke, Milne","1934-10-09","185","92","13 (4-0-9)","8 ","1955 1957-1958","20y 259d","23y 241d"
10152,"SK","1034","3","Hocking, Bryant","1932-07-28","173","75","13 (4-0-9)","2 ","1957","24y 266d","25y 6d"
10153,"SK","1072","12","Prescott, David","1937-05-11","185","77","13 (7-0-6)","7 ","1960-1961","22y 341d","24y 107d"
10154,"SK","1110","7","Mann, Ken","1941-03-31","175","76","13 (10-0-3)","1 ","1965-1966","24y 17d","25y 65d"
10155,"SK","1165","28","Corner, Ian","1951-01-21","180","86","13 (6-0-7)","5 ","1972-1973","21y 183d","22y 237d"
8016,"SK","1357","3","Krakouer, Jim","1958-10-13","167","67","13 (8-0-5)","7 ","1990-1991","31y 170d","32y 218d"
10156,"SK","1360","21","Arnol, Jody","1968-09-25","192","89","13 (5-0-8)","6 ","1990-1991","21y 236d","22y 188d"
10157,"SK","1410","30","Thornborrow, Wayne","1972-12-27","198","90","13 (5-0-8)","10 ","1994-1995","21y 132d","22y 130d"
4873,"SK","1471","37","Gale, Mark","1976-05-07","190","86","13 (2-0-11)","3 ","2001","24y 328d","25y 61d"
10158,"SK","1589","43","Marshall, Rowan","1995-11-24","201","98","13 (1-0-12)","6 ","2017-2018","21y 240d","22y 275d"
10159,"SK","1","0","Ahern, Bill","1874-06-25","180","76","12 (0-0-12)","6 ","1897","22y 317d","23y 36d"
10160,"SK","10","0","Jones, Ernest","1871-11-26","0","0","12 (0-0-12)","1 ","1897-1898","25y 163d","26y 288d"
10161,"SK","145","0","Pinniger, Henry","1872-08-03","182","0","12 (1-0-11)","0 ","1901-1902","28y 330d","29y 308d"
10162,"SK","251","0","Matthews, Jimmy","1884-04-03","178","75","12 (7-0-5)","18 ","1907","23y 24d","23y 150d"
10163,"SK","297","0","Rowe, Bobby","1883-11-27","0","0","12 (1-0-11)","1 ","1909-1910","25y 218d","26y 245d"
7397,"SK","330","0","Tottey, Bill","1888-10-06","183","86","12 (1-0-11)","6 ","1910-1911","21y 234d","22y 226d"
10164,"SK","336","0","Monar, Bob","1884-08-31","0","0","12 (1-0-11)","3 ","1910-1911","25y 284d","26y 269d"
10165,"SK","349","0","Lowenstern, Otto","1888-12-07","177","0","12 (2-0-10)","1 ","1910-1911","21y 270d","22y 269d"
10166,"SK","588","3","Kuhl, Harry","1903-03-07","170","75","12 (5-0-7)","7 ","1926","23y 76d","23y 188d"
10167,"SK","686","40","Evans, Lou","1909-01-22","0","0","12 (6-0-6)","0 ","1933-1934","24y 160d","25y 222d"
4435,"SK","758","33","Fitzsimmons, Bob","1917-04-16","175","70","12 (3-0-9)","2 ","1939-1941 1943","22y 6d","26y 78d"
10168,"SK","806","22","Handley, Les","1918-12-29","177","80","12 (5-0-7)","2 ","1942 1945","23y 166d","26y 120d"
4118,"SK","846","14","Knott, Arch","1916-02-02","180","84","12 (1-0-11)","1 ","1944-1945","28y 185d","29y 190d"
6593,"SK","894","11","Mace, Ken","1921-03-03","184","86","12 (0-1-11)","0 ","1947","26y 82d","26y 166d"
10169,"SK","1100","30","Marinko, Tom","1941-08-03","193","94","12 (7-0-5)","0 ","1964-1965","22y 259d","24y 18d"
10170,"SK","1207","21","Discher, Don","1954-04-17","196","96","12 (3-0-9)","8 ","1978-1979","23y 349d","25y 137d"
10171,"SK","1260","27","Armstrong, Paul","1957-01-10","185","83","12 (3-0-9)","1 ","1982","25y 83d","25y 181d"
7227,"SK","1338","40","Turner, Steve","1960-12-27","193","92","12 (2-0-10)","1 ","1988-1989","27y 99d","28y 214d"
10172,"SK","1494","21","Ferguson, Matthew","1984-10-01","187","87","12 (8-0-4)","0 ","2003-2005 2007-2008","18y 256d","23y 251d"
2075,"SK","1503","30","McGough, Mark","1984-06-22","188","87","12 (6-0-6)","2 ","2005-2006","20y 275d","21y 353d"
5275,"SK","1516","28","Gardiner, Charlie","1983-03-01","190","89","12 (8-0-4)","9 ","2008","25y 21d","25y 190d"
10173,"SK","1549","38","Dunell, Sam","1990-02-21","190","81","12 (4-0-8)","1 ","2012-2014","22y 144d","24y 141d"
10174,"SK","18","0","Stewart, Ernie","1874-11-05","165","0","11 (0-0-11)","0 ","1897","22y 184d","22y 268d"
10175,"SK","85","0","Williams, Gerry","1877-09-28","0","0","11 (0-0-11)","4 ","1899-1900","21y 227d","22y 275d"
10176,"SK","88","0","Sparrow, George","1869-11-20","0","0","11 (0-0-11)","0 ","1899","29y 181d","29y 265d"
10177,"SK","131","0","Sandford, George","1872-07-06","174","0","11 (1-0-10)","0 ","1901-1902","28y 309d","29y 329d"
7111,"SK","190","0","Ryan, Tommy","1871-10-09","170","67","11 (3-0-8)","8 ","1904","32y 211d","32y 309d"
10178,"SK","217","0","McCarthy, Jack","1884-04-22","0","0","11 (3-0-8)","0 ","1905","21y 21d","21y 105d"
10179,"SK","246","0","Jackson, Tommy","1885-07-29","169","66","11 (4-0-7)","0 ","1906-1907","20y 350d","22y 47d"
10180,"SK","254","0","Brain, Horrie","1885-11-17","177","0","11 (5-0-6)","0 ","1907","21y 168d","21y 301d"
10181,"SK","283","0","Brown, Jack","1886-07-04","171","67","11 (1-0-10)","4 ","1909-1910","22y 308d","23y 300d"
10182,"SK","357","22","Patterson, Bill","1888-09-15","0","0","11 (1-0-10)","0 ","1911-1912","22y 240d","23y 262d"
10183,"SK","362","20","MacKenzie, Alex","1882-01-13","170","0","11 (2-0-9)","1 ","1911-1912","29y 134d","30y 189d"
1893,"SK","400","29","Baxter, Tom","1884-02-23","173","73","11 (5-0-6)","7 ","1912","28y 71d","28y 141d"
10184,"SK","454","17","Kennedy, Pat","1898-07-30","191","84","11 (3-0-8)","3 ","1918 1920-1921","19y 285d","22y 295d"
10185,"SK","484","12","Lloyd, Bill","1896-07-23","168","0","11 (2-1-8)","6 ","1920-1921","23y 283d","24y 323d"
10186,"SK","597","24","Cormack, Eric","1905-02-18","0","0","11 (5-0-6)","1 ","1926-1927","21y 177d","22y 162d"
10187,"SK","605","3","Dalton, Jim","1904-12-29","167","65","11 (3-0-8)","3 ","1927-1928","22y 157d","23y 135d"
10188,"SK","764","16","Sawley, Albert","1915-10-27","182","66","11 (8-0-3)","2 ","1939","23y 226d","23y 331d"
10189,"SK","781","5","Mudge, Ron","1920-12-11","179","73","11 (2-0-9)","1 ","1940-1942","19y 243d","21y 212d"
10190,"SK","791","16","McGrath, Don","1914-06-13","175","75","11 (1-0-10)","1 ","1941","26y 359d","27y 78d"
10191,"SK","830","13","Clark, Bill","1922-12-12","188","92","11 (3-0-8)","9 ","1943-1944","20y 175d","21y 195d"
10192,"SK","910","13","Lumsden, Bill","1923-12-24","169","67","11 (0-0-11)","0 ","1948-1949","24y 122d","25y 190d"
10193,"SK","920","23","Carroll, Laurie","1926-03-25","187","83","11 (3-0-8)","2 ","1948-1949","22y 163d","23y 141d"
10194,"SK","967","23","Turner, Geoff","1928-09-07","175","72","11 (3-0-8)","1 ","1953","24y 223d","24y 349d"
10195,"SK","980","34","Shields, Ron","1934-03-02","185","83","11 (1-0-10)","0 ","1954-1955","20y 60d","21y 150d"
10196,"SK","1000","16","Nelson, John","1934-02-01","180","73","11 (1-0-10)","0 ","1955","21y 109d","21y 193d"
10197,"SK","1048","5","McIntyre, Barry","1937-08-09","185","79","11 (3-0-8)","10 ","1958 1960","20y 253d","22y 260d"
10198,"SK","1083","33","Osborne, Alan","1940-12-07","188","87","11 (6-0-5)","2 ","1962-1963","21y 137d","22y 148d"
10199,"SK","1128","48","King, Derek","1948-09-07","170","67","11 (7-0-4)","5 ","1967-1969","18y 227d","20y 357d"
9236,"SK","1155","33","Smythe, Keith","1949-05-09","173","76","11 (9-0-2)","5 ","1971","21y 329d","22y 48d"
10200,"SK","1204","27","Cahir, Gerard","1959-08-25","192","92","11 (1-0-10)","2 ","1977 1979 1983","17y 360d","23y 304d"
10201,"SK","1259","6","Slattery, Wayne","1960-10-22","173","73","11 (2-0-9)","12 ","1982","21y 156d","21y 233d"
6123,"SK","1297","15","Ablett, Geoff","1955-03-13","180","80","11 (1-0-10)","6 ","1985","30y 17d","30y 95d"
10202,"SK","1403","34","Bailey, Doug","1971-12-06","190","87","11 (3-0-8)","2 ","1994-1995","22y 110d","23y 228d"
10203,"SK","1404","24","Frost, Michael","1970-12-29","186","92","11 (1-1-9)","2 ","1994","23y 87d","23y 199d"
6407,"SK","1423","24","Nugent, Glenn","1971-11-08","180","80","11 (4-0-7)","1 ","1995","23y 159d","23y 298d"
10204,"SK","1448","21","Thompson, Ben","1973-09-04","190","95","11 (5-0-6)","2 ","1998-1999","24y 241d","25y 338d"
5430,"SK","1535","16","Gamble, Ryan","1987-09-23","184","83","11 (7-1-3)","11 ","2011","23y 183d","23y 316d"
10205,"SK","1593","37","Rice, Bailey","1997-02-10","184","88","11 (3-0-8)","0 ","2018","21y 98d","21y 197d"
10206,"SK","9","0","Hay, Algy","1874-10-02","166","62","10 (0-0-10)","1 ","1897","22y 218d","22y 309d"
10207,"SK","20","0","Turner, Bill","1870-07-30","180","82","10 (0-0-10)","1 ","1897","26y 282d","27y 1d"
10208,"SK","29","0","Howell, Charlie","1874-09-13","170","0","10 (0-0-10)","0 ","1897-1898","22y 265d","23y 250d"
10209,"SK","48","0","Morehouse, Joe","1864-04-06","183","0","10 (0-0-10)","0 ","1898","34y 38d","34y 115d"
5814,"SK","52","0","Stewart, Walter","1875-04-15","178","0","10 (0-0-10)","1 ","1898 1900","23y 36d","25y 76d"
10210,"SK","55","0","Gibson, Dave","1879-02-17","177","0","10 (0-0-10)","0 ","1898","19y 96d","19y 184d"
10211,"SK","63","0","Fogarty, Tom","1878-03-21","184","86","10 (0-0-10)","0 ","1898","20y 89d","20y 173d"
10212,"SK","65","0","Warne, Jim","1879-04-11","175","0","10 (0-0-10)","1 ","1898-1899","19y 96d","20y 46d"
10213,"SK","72","0","May, George","1875-01-03","177","81","10 (0-0-10)","1 ","1898-1899","23y 236d","24y 249d"
10214,"SK","91","0","Blackwood, Bill","1873-02-13","0","0","10 (0-0-10)","2 ","1899","26y 117d","26y 208d"
4582,"SK","110","0","Curran, Tim","1875-02-12","0","0","10 (1-0-9)","1 ","1900","25y 82d","25y 180d"
10215,"SK","158","0","Trinder, Horrie","1875-08-29","173","0","10 (0-1-9)","2 ","1902-1903","26y 275d","27y 295d"
7035,"SK","211","0","Geddes, Stewart","1879-03-06","180","0","10 (2-0-8)","2 ","1905","26y 61d","26y 131d"
10216,"SK","346","0","Baird, Tom","1884-05-06","163","0","10 (2-0-8)","7 ","1910-1911","26y 113d","27y 77d"
10217,"SK","403","20","Anderson, Billy","1892-08-15","0","0","10 (4-0-6)","3 ","1912-1913","19y 293d","20y 324d"
7465,"SK","416","2","Millhouse, Algy","1887-05-13","173","80","10 (8-0-2)","5 ","1913","26y 53d","26y 137d"
1470,"SK","427","29","Jane, Harry","1890-08-08","175","0","10 (4-1-5)","0 ","1914","23y 304d","24y 21d"
9436,"SK","549","15","Anderson, Alby","1901-06-11","183","83","10 (2-0-8)","7 ","1924","22y 327d","23y 80d"
1326,"SK","768","30","Regnier, Lance","1919-07-17","193","86","10 (3-0-7)","11 ","1939-1940","19y 349d","21y 45d"
10218,"SK","918","5","Lewis, Les","1926-09-03","175","67","10 (2-0-8)","3 ","1948-1949","21y 318d","22y 351d"
10219,"SK","928","16","Mee, Brian","1930-04-25","175","68","10 (6-1-3)","0 ","1949-1950","19y 117d","20y 123d"
10220,"SK","976","11","Fountain, Ron","1935-06-16","170","62","10 (2-0-8)","6 ","1954 1956","18y 305d","20y 303d"
10221,"SK","988","9","Burton, Gerry","1933-02-11","180","79","10 (1-0-9)","0 ","1955","22y 64d","22y 169d"
10222,"SK","990","5","Lennie, Stuart","1936-10-16","183","77","10 (0-0-10)","12 ","1955","18y 182d","18y 294d"
3384,"SK","999","22","Gilmore, Brian","1929-12-01","188","86","10 (1-0-9)","2 ","1955","25y 171d","25y 241d"
10223,"SK","1008","28","Barrett, Ray","1935-01-24","196","86","10 (3-0-7)","5 ","1956 1958","21y 81d","23y 155d"
10224,"SK","1056","5","Ross, Lester","1936-08-27","177","72","10 (6-0-4)","0 ","1959","22y 234d","22y 311d"
10225,"SK","1088","48","McMahon, Brian","1939-07-15","183","80","10 (6-0-4)","0 ","1962-1963","22y 364d","24y 33d"
10226,"SK","1104","38","Bartley, Dennis","1944-11-15","185","85","10 (6-0-4)","7 ","1964-1965","19y 190d","20y 195d"
10227,"SK","1222","42","Scott, Malcolm","1958-04-11","188","76","10 (1-0-9)","26 ","1979-1980","21y 87d","21y 360d"
10228,"SK","1239","23","Smedts, Alby","1952-01-09","184","79","10 (2-1-7)","0 ","1980-1981","28y 143d","29y 204d"
5382,"SK","1271","12","Jackson, Mark","1959-08-30","192","94","10 (1-0-9)","41 ","1983","23y 208d","23y 278d"
10229,"SK","1299","34","Carbone, Frank","1965-04-04","178","76","10 (1-0-9)","8 ","1985 1987","19y 360d","22y 20d"
10230,"SK","1301","21","McAdam, Greg","1961-02-18","179","81","10 (1-0-9)","13 ","1985","24y 40d","24y 110d"
10231,"SK","1354","40","Dargie, Ian","1963-11-15","178","72","10 (2-0-8)","1 ","1989-1990","25y 249d","26y 199d"
1738,"SK","1461","9","Monkhorst, Damian","1969-08-21","202","108","10 (1-1-8)","0 ","2000","30y 204d","30y 300d"
9034,"SK","1473","26","Powell, Robert","1976-03-19","180","79","10 (2-0-8)","7 ","2001","25y 12d","25y 160d"
10232,"SK","1480","25","Oliver, Chris","1982-07-09","195","89","10 (2-1-7)","1 ","2001-2003","19y 4d","20y 340d"
10233,"SK","1489","24","Brooks, Barry","1983-12-24","198","97","10 (5-0-5)","3 ","2003 2005-2007","19y 95d","23y 146d"
40,"SK","1510","28","Clarke, Matthew","1973-09-18","200","100","10 (4-1-5)","0 ","2007","33y 193d","33y 340d"
10234,"SK","1551","8","Dennis-Lane, Trent","1988-08-30","181","75","10 (1-0-9)","9 ","2013-2014","24y 212d","25y 310d"
10235,"SK","1578","33","Goddard, Hugh","1996-08-24","196","94","10 (1-1-8)","1 ","2015-2016 2018","18y 329d","21y 359d"
10236,"SK","1582","31","White, Brandon","1997-01-13","188","77","10 (2-1-7)","1 ","2016-2018","19y 228d","21y 140d"
10237,"SK","1591","33","Coffield, Nick","1999-10-23","191","82","10 (0-1-9)","1 ","2018","18y 166d","18y 285d"
10238,"SK","15","0","OGrady, Joe","1872-09-15","180","0","9 (0-0-9)","0 ","1897","24y 235d","24y 326d"
3496,"SK","93","0","Park, Jim","1875-02-25","0","0","9 (0-0-9)","0 ","1899","24y 119d","24y 196d"
3522,"SK","137","0","OLoughlin, Mick","1876-02-12","180","0","9 (1-0-8)","0 ","1901","25y 109d","25y 165d"
10239,"SK","209","0","Cowell, Bill","1887-02-19","0","0","9 (2-0-7)","4 ","1905","18y 76d","18y 167d"
7764,"SK","306","0","Edgar, Ken","1890-06-24","177","0","9 (1-0-8)","0 ","1909-1910","19y 44d","20y 22d"
